Business Name,City,Rating,Reviews Count,Phone Number,Email,Website,Full Address,Google Maps Link
Rahul Cyber Cafe,Gaya,2.5,,+91 90973 10642,,Not Available,"Panchanpur Road Gaya Dhaniya Bagicha Delha, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Rahul+Cyber+Cafe/data=!4m7!3m6!1s0x39f32a63740f9fed:0x1996113dce8b7a87!8m2!3d24.8060136!4d84.9859827!16s%2Fg%2F11g7343f0j!19sChIJ7Z8PdGMq8zkRh3qLzj0Rlhk?authuser=0&hl=en&rclk=1
R K S Cyber Cafe,Gaya,3.0,,+91 94731 92315,,Not Available,"QXVW+RRV, Gaya Sadar block Road, near Chandauti, thana, Bihar 823001, India",https://www.google.com/maps/place/R+K+S+Cyber+Cafe/data=!4m7!3m6!1s0x39f32b8bca8fcec3:0xc0657ee1aab0ef4a!8m2!3d24.7946044!4d84.9970614!16s%2Fg%2F11rly0rrc7!19sChIJw86Pyosr8zkRSu-wquF-ZcA?authuser=0&hl=en&rclk=1
E-CYBER & INTERNET STOP,Gaya,5.0,,+91 79035 79695,,Not Available,"Teausa road, Manpur - Sarbahda Rd, beside Narayan marriage hall, Khanjahanpur, Gaya, Bihar 823003, India",https://www.google.com/maps/place/E-CYBER+%26+INTERNET+STOP/data=!4m7!3m6!1s0x39f32955649e87ad:0x70784dfd443318b7!8m2!3d24.8205636!4d85.0385921!16s%2Fg%2F11rspwd084!19sChIJrYeeZFUp8zkRtxgzRP1NeHA?authuser=0&hl=en&rclk=1
Vishwakarma Cyber cafe,Gaya,1.0,,+91 99312 11017,,Not Available,"Sohan bigha, road, near ssy college, Enayat Colony, Nima, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Vishwakarma+Cyber+cafe/data=!4m7!3m6!1s0x39f32b030ee60acb:0xbf25ae0258e58c5a!8m2!3d24.7939774!4d85.0008127!16s%2Fg%2F11vxh3ngxl!19sChIJywrmDgMr8zkRWozlWAKuJb8?authuser=0&hl=en&rclk=1
???? ?? ???? ??????,Gaya,5.0,,Not Available,,Not Available,"QXPF+68X, BLOCK, Chandauti, Gaya, Bihar 823001, India",https://www.google.com/maps/place/%E0%A4%B8%E0%A4%A4%E0%A5%80%E0%A4%B6+%E0%A4%9C%E0%A4%A8+%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE+%E0%A4%95%E0%A5%87%E0%A4%82%E0%A4%A6%E0%A5%8D%E0%A4%B0/data=!4m7!3m6!1s0x39f32b002964aeb5:0xbfcefa795908a0e2!8m2!3d24.7856197!4d84.973344!16s%2Fg%2F11w7vmwgd4!19sChIJta5kKQAr8zkR4qAIWXn6zr8?authuser=0&hl=en&rclk=1
Sudarshan cyber cafe,Gaya,,,+91 95074 89311,,http://sudarshandigitalhub.blogspot.in/,"Gandhi More, Bageshwari Rd, Chhotki, Bageswari Colony, Nawada, Gaya, Bihar 823003, India",https://www.google.com/maps/place/Sudarshan+cyber+cafe/data=!4m7!3m6!1s0x39f32be9cc6cda09:0xb8c500565c51584c!8m2!3d24.8155696!4d85.0110422!16s%2Fg%2F11x0nr3653!19sChIJCdpszOkr8zkRTFhRXFYAxbg?authuser=0&hl=en&rclk=1
Magadh Online Centre,Gaya,5.0,,+91 94718 65899,,https://www.magadhonline.in/,"Q2Q3+693, Bisar Talab, New Area, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Magadh+Online+Centre/data=!4m7!3m6!1s0x39f32a38643cb20b:0x8afa2a0600ac24b5!8m2!3d24.7880079!4d85.0034215!16s%2Fg%2F11c7_xzyh5!19sChIJC7I8ZDgq8zkRtSSsAAYq-oo?authuser=0&hl=en&rclk=1
Vijay Cyber Cafe & Mobile Accessories,Gaya,,,+91 82100 85208,,Not Available,"near Petrol Pump, in front of Ravi Hotel, Murarpur, Kirani Ghat, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Vijay+Cyber+Cafe+%26+Mobile+Accessories/data=!4m7!3m6!1s0x39f32b49eb31cb39:0xf1d0ede1ec10afd2!8m2!3d24.7995173!4d85.0125333!16s%2Fg%2F11ys4gmsg5!19sChIJOcsx60kr8zkR0q8Q7OHt0PE?authuser=0&hl=en&rclk=1
Aman Digital Studio And Cyber Cafe,Gaya,3.6,,+91 80830 50988,,Not Available,"Durga Sthan, Manpur Bazar, Gaya, Manpur, Bihar 823003, India",https://www.google.com/maps/place/Aman+Digital+Studio+And+Cyber+Cafe/data=!4m7!3m6!1s0x39f329f98e26fb21:0xd74a7a8e83e7175b!8m2!3d24.8119133!4d85.0278945!16s%2Fg%2F11g6_727tg!19sChIJIfsmjvkp8zkRWxfng456Stc?authuser=0&hl=en&rclk=1
S S R Cyber Cafe Recharge Shop,Gaya,5.0,,+91 91995 08539,,Not Available,"Village, Aurwan Rd, Pandey Parswan, Gaya, Parsanwan, Bihar 823004, India",https://www.google.com/maps/place/S+S+R+Cyber+Cafe+Recharge+Shop/data=!4m7!3m6!1s0x398cd56f33f489d1:0xe6d30f63d1b7c170!8m2!3d24.7748583!4d84.9341834!16s%2Fg%2F11lcr2z_kg!19sChIJ0Yn0M2_VjDkRcMG30WMP0-Y?authuser=0&hl=en&rclk=1
Buddha Pan Centre,Gaya,4.0,,Not Available,,Not Available,"Dakshin Darwaja, Chand Chaura, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Buddha+Pan+Centre/data=!4m7!3m6!1s0x39f32b00641cb5bf:0xa68987f549308fce!8m2!3d24.778152!4d85.006336!16s%2Fg%2F11yzcs46tr!19sChIJv7UcZAAr8zkRzo8wSfWHiaY?authuser=0&hl=en&rclk=1
Prince Communication,Gaya,5.0,,+91 84097 94374,,Not Available,"Ramshila more, Gaya - Patna Main Rd, pahaswar, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Prince+Communication/data=!4m7!3m6!1s0x39f32b7cd7e7f2b7:0x51ad149a08cb67c7!8m2!3d24.8133541!4d85.0157911!16s%2Fg%2F11vdhn9lhk!19sChIJt_Ln13wr8zkRx2fLCJoUrVE?authuser=0&hl=en&rclk=1
Az stationary & cyber cafe,Gaya,,,+91 82104 23028,,Not Available,"New, Shatabdi Road, Aliganj, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Az+stationary+%26+cyber+cafe/data=!4m7!3m6!1s0x39f32b68fb174799:0x3de4608ef8c75408!8m2!3d24.7979152!4d84.9761404!16s%2Fg%2F11xmr6d8z4!19sChIJmUcX-2gr8zkRCFTH-I5g5D0?authuser=0&hl=en&rclk=1
Gaya csc center,Gaya,3.3,,Not Available,,Not Available,"Bari Rd, near Quasimi Middle School, Millat Colony, Enayat Colony, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Gaya+csc+center/data=!4m7!3m6!1s0x39f32a401a70febf:0x648cbec6298f4fbc!8m2!3d24.8017229!4d85.0032367!16s%2Fg%2F11dylsfnwq!19sChIJv_5wGkAq8zkRvE-PKca-jGQ?authuser=0&hl=en&rclk=1
Rohit Internet Cafe,Gaya,4.8,5.0,+91 83405 34609,,Not Available,"524 Main Road, Karubigha, near Hanuman Mandir, Karubigha, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Rohit+Internet+Cafe/data=!4m7!3m6!1s0x39f32b83dbf64911:0x343747f5ce0c913f!8m2!3d24.8051484!4d84.9895222!16s%2Fg%2F11kr9jzz4t!19sChIJEUn224Mr8zkRP5EMzvVHNzQ?authuser=0&hl=en&rclk=1
CSC CENTER,Gaya,5.0,,+91 74884 69314,,Not Available,"Dham,Gaya Dham, Gaya, Bihar 823001, India",https://www.google.com/maps/place/CSC+CENTER/data=!4m7!3m6!1s0x39f32bbe5367e059:0xfbd7995aa149c665!8m2!3d24.7912087!4d84.9973546!16s%2Fg%2F11sn_2wyhf!19sChIJWeBnU74r8zkRZcZJoVqZ1_s?authuser=0&hl=en&rclk=1
Times Computers,Gaya,,,Not Available,,Not Available,"Bageshwari Rd, near Bindu Gali, Bageswari Colony, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Times+Computers/data=!4m7!3m6!1s0x39f32bd211ed0223:0x62bdfde1a7bb7d50!8m2!3d24.8116637!4d85.0063839!16s%2Fg%2F11y0tgtrdz!19sChIJIwLtEdIr8zkRUH27p-H9vWI?authuser=0&hl=en&rclk=1
Bunny communication & CSC Centre,Gaya,4.0,,+91 98520 31410,,Not Available,"Shiv Temple, krishi wibhag gali, Janta Colony Bairagi, Bairagi, Gol Bagicha, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Bunny+communication+%26+CSC+Centre/data=!4m7!3m6!1s0x39f32bc7f09c2227:0x795de4bc7a3be9d7!8m2!3d24.8079645!4d85.005047!16s%2Fg%2F11gsmlq561!19sChIJJyKc8Mcr8zkR1-k7erzkXXk?authuser=0&hl=en&rclk=1
Golu Cyber Cafe,Gaya,4.3,6.0,+91 72949 56181,,Not Available,"Ramashish Bhawan, Ashok Nagar, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Golu+Cyber+Cafe/data=!4m7!3m6!1s0x39f32bf3962bee41:0x8661d7ff3b0abd53!8m2!3d24.7922347!4d84.9815226!16s%2Fg%2F11sn2gts44!19sChIJQe4rlvMr8zkRU70KO__XYYY?authuser=0&hl=en&rclk=1
Lakshman Cyber Cafe & Aadhaar Centre,Gaya,4.4,,+91 77396 41988,,https://www.facebook.com/lkcybercafegaya,"1st Floor, Mukhiya Ji Market, Gaya Dobhi Road Near BMP Gate No 1, Gaya, Bihar 823004, India",https://www.google.com/maps/place/Lakshman+Cyber+Cafe+%26+Aadhaar+Centre/data=!4m7!3m6!1s0x39f32d280544c42f:0x6daf5dfcd1bbfa40!8m2!3d24.7205383!4d84.9681372!16s%2Fg%2F11l1q44lkw!19sChIJL8REBSgt8zkRQPq70fxdr20?authuser=0&hl=en&rclk=1
DIGITAL CYBER CAFE,Gaya,5.0,,+91 81026 81568,,Not Available,"Domuhan, Cherki Rd, Dayal Kunj, Bodh Gaya, Kolhaura, Bihar 824231, India",https://www.google.com/maps/place/DIGITAL+CYBER+CAFE/data=!4m7!3m6!1s0x39f32dd1ea83cbcb:0x72ba42f2b2efa7bd!8m2!3d24.6991698!4d84.956658!16s%2Fg%2F11swn5mz6_!19sChIJy8uD6tEt8zkRvafvsvJCunI?authuser=0&hl=en&rclk=1
Rocky Cyber Cafe,Gaya,,,+91 74630 16919,,Not Available,"Gaya - Patna Main Rd, Gol Bagicha, Gaya, Bihar 823002, India",https://www.google.com/maps/place/Rocky+Cyber+Cafe/data=!4m7!3m6!1s0x39f32b55b5f9f51f:0x4fb1f4b148d8ae18!8m2!3d24.7995082!4d85.000926!16s%2Fg%2F11sq3dr6dd!19sChIJH_X5tVUr8zkRGK7YSLH0sU8?authuser=0&hl=en&rclk=1
GITANJALI DIGITAL POINT,Gaya,0.0,,+91 62057 52936,,Not Available,"Gautam Buddha Rd, Durga Bari, Gaya, Bihar 823001, India",https://www.google.com/maps/place/GITANJALI+DIGITAL+POINT/data=!4m7!3m6!1s0x39f32b83d24a4f8d:0x7a221d52189fcc5c!8m2!3d24.7903898!4d85.007502!16s%2Fg%2F11vj8ly396!19sChIJjU9K0oMr8zkRXMyfGFIdIno?authuser=0&hl=en&rclk=1
Raju Cyber,Gaya,3.9,,+91 70506 35151,,Not Available,"Q2QC+X5R ke samne, Nauranga Rd, Lakhibag, Manpur, Bihar 823003, India",https://www.google.com/maps/place/Raju+Cyber/data=!4m7!3m6!1s0x39f32919364695b9:0xf44d78c1e1f64cf0!8m2!3d24.7899872!4d85.0203962!16s%2Fg%2F11ff1v_p8q!19sChIJuZVGNhkp8zkR8Ez24cF4TfQ?authuser=0&hl=en&rclk=1
Sonam Cyber Cafe,Gaya,3.5,2.0,+91 79036 52034,,Not Available,"Sonam Cyber Cafe, 01, near Muffasil Thana, Manpur, Gaya, Bihar 823003, India",https://www.google.com/maps/place/Sonam+Cyber+Cafe/data=!4m7!3m6!1s0x39f3291c2d7404a1:0xd3ad6ab10e850849!8m2!3d24.7979773!4d85.0242273!16s%2Fg%2F11rvghx0zr!19sChIJoQR0LRwp8zkRSQiFDrFqrdM?authuser=0&hl=en&rclk=1
Uttam Cyber Cafe,Gaya,3.0,,+91 96088 60677,,Not Available,"Uttam House, 07, Gaya - Bodhgaya Rd, Swarjpuri Kendui, Gaya, Bihar 823004, India",https://www.google.com/maps/place/Uttam+Cyber+Cafe/data=!4m7!3m6!1s0x39f32bb1bfd50ba9:0x23e86a80bdeac293!8m2!3d24.7581714!4d85.0088171!16s%2Fg%2F11ybdtrm83!19sChIJqQvVv7Er8zkRk8LqvYBq6CM?authuser=0&hl=en&rclk=1
Internet World cafe,Gaya,4.4,,+91 97667 42704,,https://punakalan.wixsite.com/internetworldcafe,"Puna Kala, Ganreri Bigha, Bihar 824237, India",https://www.google.com/maps/place/Internet+World+cafe/data=!4m7!3m6!1s0x398cd5062420f159:0x2d4188662fa7f70b!8m2!3d24.7718288!4d84.9016921!16s%2Fg%2F11h4dx40q1!19sChIJWfEgJAbVjDkRC_enL2aIQS0?authuser=0&hl=en&rclk=1
ADHAR CARD OFFICE DRDA GAYA,Gaya,3.5,,Not Available,,Not Available,"Q2R5+W2J Sbi main branch, beside DRDO office, Durga Bari, Gaya, Bihar 823001, India",https://www.google.com/maps/place/ADHAR+CARD+OFFICE+DRDA+GAYA/data=!4m7!3m6!1s0x39f32b006840c4a5:0x936ac706d8aaa96b!8m2!3d24.7922656!4d85.0075146!16s%2Fg%2F11y4955_95!19sChIJpcRAaAAr8zkRa6mq2AbHapM?authuser=0&hl=en&rclk=1
Kailash Tour & Travels,Gaya,4.8,,+91 98356 71131,,Not Available,"K.P. Lodge, near Janta Flat, Old Housing Board Colony, Ashok Nagar, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Kailash+Tour+%26+Travels/data=!4m7!3m6!1s0x39f32a58c3cc84c9:0x1de70b2e2e48f971!8m2!3d24.7894488!4d84.9834981!16s%2Fg%2F11c7t8bnk2!19sChIJyYTMw1gq8zkRcflILi4L5x0?authuser=0&hl=en&rclk=1
Aditya Cyber Cafe and Press Zone,Gaya,5.0,,Not Available,,http://www.adityacyber.in/,"Khiriyawan, Bajar, opposite side, near hp gas agency, Gaya, Bihar 824231, India",https://www.google.com/maps/place/Aditya+Cyber+Cafe+and+Press+Zone/data=!4m7!3m6!1s0x39f32bc8063b86b1:0x59ab53bcc4749999!8m2!3d24.7370401!4d85.0094253!16s%2Fg%2F11t9ngkyw9!19sChIJsYY7Bsgr8zkRmZl0xLxTq1k?authuser=0&hl=en&rclk=1
AL-SHIFA INTERNET,Gaya,5.0,,+91 79797 81227,,Not Available,"Verma more, Pachhatti, behind Children Park, Bodh Gaya, Bihar 824231, India",https://www.google.com/maps/place/AL-SHIFA+INTERNET/data=!4m7!3m6!1s0x39f32d5ef52421cb:0x30b02ed4a4acb65e!8m2!3d24.6990166!4d84.9920717!16s%2Fg%2F11q7z_yg6t!19sChIJyyEk9V4t8zkRXraspNQusDA?authuser=0&hl=en&rclk=1
Ranjeet Raj,Gaya,,,+91 82290 71505,,Not Available,"AZIM WARSI CYBER CAFE, Gautam Buddha Rd, Durga Bari, Gaya, Bihar 823001, India",https://www.google.com/maps/place/Ranjeet+Raj/data=!4m7!3m6!1s0x39f32bb8dd9a0193:0x9ff4b599eb71b064!8m2!3d24.7946522!4d85.0114415!16s%2Fg%2F11pz8j265m!19sChIJkwGa3bgr8zkRZLBx65m19J8?authuser=0&hl=en&rclk=1
"KANHAIYA INTERNET CAFE,STUDIO AND CSC",Bhagalpur,4.6,,+91 82102 07532,,Not Available,"Jai Vihar Colony, Jhurkhuria, Bhagalpur, Bihar 813210, India","https://www.google.com/maps/place/KANHAIYA+INTERNET+CAFE,STUDIO+AND+CSC/data=!4m7!3m6!1s0x39f0496af204f653:0x18afcbf2f25cec8f!8m2!3d25.2532144!4d87.0278954!16s%2Fg%2F11g0lk5tb0!19sChIJU_YE8mpJ8DkRj-xc8vLLrxg?authuser=0&hl=en&rclk=1"
Cyber Space Internet Cafe ( M.I.A.),Bhagalpur,,,+91 91020 97374,,https://cyber-space-internet.grexa.site/,"POLICE THANA, Mayaganj Rd, near Barari Road, Kuppaghat, Bhagalpur, Bihar 812001, India",https://www.google.com/maps/place/Cyber+Space+Internet+Cafe+%28+M.I.A.%29/data=!4m7!3m6!1s0x39f036236df5b4c7:0xeeea1f8c8c9f9a04!8m2!3d25.2630121!4d87.006145!16s%2Fg%2F11c5xs8n9n!19sChIJx7T1bSM28DkRBJqfjIwf6u4?authuser=0&hl=en&rclk=1
Digital world Internet cafe and tours & travels,Bhagalpur,4.9,,+91 90605 25932,,Not Available,"infront of Kamal nagar colony main gate , near girls high school, Mirjanhat, Bhagalpur, Bihar 812005, India",https://www.google.com/maps/place/Digital+world+Internet+cafe+and+tours+%26+travels/data=!4m7!3m6!1s0x39f04bde153929e3:0x2ea3535f76b0951f!8m2!3d25.2301898!4d86.9811003!16s%2Fg%2F11fktcmd9l!19sChIJ4yk5Fd5L8DkRH5Wwdl9Toy4?authuser=0&hl=en&rclk=1
Gayatri Internet,Bhagalpur,4.9,,+91 95709 81733,,Not Available,"GAYATRI INTERNET, Lal Kothi Ln, near Lucky Medical, Urdu Bazar, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/Gayatri+Internet/data=!4m7!3m6!1s0x39f04be5d8a9b9d7:0xb80f02ebc7bb9f6d!8m2!3d25.2430246!4d86.9624675!16s%2Fg%2F11lc5xmnt3!19sChIJ17mp2OVL8DkRbZ-7x-sCD7g?authuser=0&hl=en&rclk=1
Banti Internet Cafe,Bhagalpur,3.7,,+91 77177 52212,,Not Available,"Ishakchak Bishari Mandir Rd, Ishakchak, Mirjan Chock, Bhagalpur, Bihar 812001, India",https://www.google.com/maps/place/Banti+Internet+Cafe/data=!4m7!3m6!1s0x39f04a1d9bd0ed35:0xc40d5fc3a1563004!8m2!3d25.2379559!4d86.9811215!16s%2Fg%2F11b6z7l_qn!19sChIJNe3Qmx1K8DkRBDBWocNfDcQ?authuser=0&hl=en&rclk=1
Digital Bhawani Service,Bhagalpur,5.0,,Not Available,,https://youtube.com/@Digitalbhawaniservice?si=W9FNce7znyv8aI3s,"Csc Center, Best Internet cafe in, Kazichak, Bounsi Rd, near Axis Bank, Kazichak, Bhagalpur, Bihar 812005, India",https://www.google.com/maps/place/Digital+Bhawani+Service/data=!4m7!3m6!1s0x39f04be177d89857:0xe1ffb2fe9d30f42c!8m2!3d25.234854!4d86.9739616!16s%2Fg%2F11j_8mlvh1!19sChIJV5jYd-FL8DkRLPQwnf6y_-E?authuser=0&hl=en&rclk=1
Naimo Cyberspace,Bhagalpur,4.4,,+91 91222 15495,,Not Available,"Naimo Gali, Lal Kothi Ln, Tatarpur, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/Naimo+Cyberspace/data=!4m7!3m6!1s0x39f04a0d3ae5edd5:0xa609b6559fe8a1f3!8m2!3d25.2428655!4d86.9631413!16s%2Fg%2F11bwm48djf!19sChIJ1e3lOg1K8DkR86Hon1W2CaY?authuser=0&hl=en&rclk=1
Saquib Cyber Caffe,Bhagalpur,4.6,,+91 91224 28713,,Not Available,"L.N, Singh Lane, opposite of Ansar Library, Nathnagar, Bhagalpur, Bihar 812006, India",https://www.google.com/maps/place/Saquib+Cyber+Caffe/data=!4m7!3m6!1s0x39f04b4421690ecd:0x1024878ec4593f7!8m2!3d25.2381061!4d86.9352103!16s%2Fg%2F11rf7ml0v9!19sChIJzQ5pIURL8DkR95NF7HhIAgE?authuser=0&hl=en&rclk=1
Cyber World,Bhagalpur,3.6,,+91 82717 31397,,Not Available,"Hanuman Path Rd, Tulsinagar Colony, Bank Colony, Tilka manjhi, Bhagalpur, Bihar 812001, India",https://www.google.com/maps/place/Cyber+World/data=!4m7!3m6!1s0x39f0361ffef5361d:0xaa28e3bef70ed9e4!8m2!3d25.2537326!4d87.002159!16s%2Fg%2F11cn7jvzt8!19sChIJHTb1_h828DkR5NkO977jKKo?authuser=0&hl=en&rclk=1
SHAHBAZIA ONLINE CAFE,Bhagalpur,5.0,,+91 99734 38385,,Not Available,"Pakija chowk, Hussainpur, hussainpur, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/SHAHBAZIA+ONLINE+CAFE/data=!4m7!3m6!1s0x39f04beb0567cdb5:0x2568a485c23f1b2b!8m2!3d25.2399752!4d86.972438!16s%2Fg%2F11y45v6n1v!19sChIJtc1nBetL8DkRKxs_woWkaCU?authuser=0&hl=en&rclk=1
INteRneT CAFE Sneh,Bhagalpur,5.0,,+91 90979 79204,,Not Available,"AT - NEAR PNB BANK ZEROMILE, PO - BAHADURPUR, PS, DIST, Zero Mile, Bhagalpur, Bihar 813210, India",https://www.google.com/maps/place/INteRneT+CAFE+Sneh/data=!4m7!3m6!1s0x39f049dcc81441ef:0xe86550d89acc1826!8m2!3d25.2535479!4d87.0235303!16s%2Fg%2F11rqh2ndnj!19sChIJ70EUyNxJ8DkRJhjMmthQZeg?authuser=0&hl=en&rclk=1
Shree Internet cafe,Bhagalpur,5.0,,Not Available,,Not Available,"Bypass chowk, RBSS Sahay Rd, JIcho, Bhagalpur, Bihar 813210, India",https://www.google.com/maps/place/Shree+Internet+cafe/data=!4m7!3m6!1s0x39f049ff0df705bb:0xe0f6c37a807d93b!8m2!3d25.2269178!4d87.0058203!16s%2Fg%2F11yl8rndvp!19sChIJuwX3Df9J8DkRO9kHqDdsDw4?authuser=0&hl=en&rclk=1
SUMAN INTERNET CAFE,Bhagalpur,4.7,,+91 78082 71082,,Not Available,"Parbatti kalimandir, TNB College Rd, near Mahavir Mandir, Tatarpur, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/SUMAN+INTERNET+CAFE/data=!4m7!3m6!1s0x39f04b79abf9cdc9:0xf0d9bd5d50b32538!8m2!3d25.2422547!4d86.9578075!16s%2Fg%2F11kqbmjzdn!19sChIJyc35q3lL8DkROCWzUF292fA?authuser=0&hl=en&rclk=1
MAA CYBER CAFE,Bhagalpur,3.9,,+91 82948 63338,,Not Available,"Gumti No. 12, near RAILWAY GATE, Bhikhanpur, Bhagalpur, Bihar 812001, India",https://www.google.com/maps/place/MAA+CYBER+CAFE/data=!4m7!3m6!1s0x39f0499c1042a75f:0x74e6454dba723e2d!8m2!3d25.242573!4d86.9894112!16s%2Fg%2F11kmwcs6c7!19sChIJX6dCEJxJ8DkRLT5yuk1F5nQ?authuser=0&hl=en&rclk=1
Kuku Internet Cafe,Bhagalpur,5.0,,+91 73015 62349,,Not Available,"Gantagar, Bihar 812001, India",https://www.google.com/maps/place/Kuku+Internet+Cafe/data=!4m7!3m6!1s0x39f04b68fc3ad221:0x752e2da32945417f!8m2!3d25.2496198!4d86.9820894!16s%2Fg%2F11rz4rvc0d!19sChIJIdI6_GhL8DkRf0FFKaMtLnU?authuser=0&hl=en&rclk=1
Manpasand Internet Zone,Bhagalpur,4.5,,+91 80516 70540,,Not Available,"RB Surya Prasad Rd, Katahalbari, Khanjarpur, Bhagalpur, Bihar 812001, India",https://www.google.com/maps/place/Manpasand+Internet+Zone/data=!4m7!3m6!1s0x39f0361c98acf5c3:0xbabec5869085740c!8m2!3d25.2588267!4d86.9937132!16s%2Fg%2F11g8xdwq3g!19sChIJw_WsmBw28DkRDHSFkIbFvro?authuser=0&hl=en&rclk=1
Surbhi digital cafe1,Bhagalpur,4.0,,+91 93088 67991,,Not Available,"Mirjanhat Road Kamalnagar Gat Near Saryudevi Mohanlal Girl's High School, Bhagalpur, Bihar 812005, India",https://www.google.com/maps/place/Surbhi+digital+cafe1/data=!4m7!3m6!1s0x39f04a1f92a42e87:0xf4c4e0f17fec6c4e!8m2!3d25.2301114!4d86.9812243!16s%2Fg%2F11b6xc51_r!19sChIJhy6kkh9K8DkRTmzsf_HgxPQ?authuser=0&hl=en&rclk=1
Chand Studio,Bhagalpur,3.9,,+91 99550 08645,,Not Available,"6XJ8+JM4, Ambay Road, Takichak, Habibpur, , BhagalpurBihar, 812005, India",https://www.google.com/maps/place/Chand+Studio/data=!4m7!3m6!1s0x39f04a15ce4ddcf1:0x242429be924499db!8m2!3d25.2315151!4d86.9666967!16s%2Fg%2F11cjk296_2!19sChIJ8dxNzhVK8DkR25lEkr4pJCQ?authuser=0&hl=en&rclk=1
AK Internet Cafe,Bhagalpur,4.0,,Not Available,,Not Available,"Sahibganj, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/AK+Internet+Cafe/data=!4m7!3m6!1s0x39f04b002d747747:0x5fbb5bf171e620fa!8m2!3d25.24778!4d86.9484125!16s%2Fg%2F11y_hkr5bl!19sChIJR3d0LQBL8DkR-iDmcfFbu18?authuser=0&hl=en&rclk=1
Career Cafe Digital studio Bhagalpur-2,Bhagalpur,5.0,,+91 97083 14707,,Not Available,"Compay Bagh, near harijan School, Rekabganj, Bhagalpur, Bihar 812002, India",https://www.google.com/maps/place/Career+Cafe+Digital+studio+Bhagalpur-2/data=!4m7!3m6!1s0x39f04b005b5a9447:0x4945ea74cc1ed474!8m2!3d25.2270751!4d86.9662119!16s%2Fg%2F11vr25j4dr!19sChIJR5RaWwBL8DkRdNQezHTqRUk?authuser=0&hl=en&rclk=1
ADINA CYBER CAFE TOURS AND TRAVEL,Bhagalpur,3.8,,+91 82104 27039,,Not Available,"ADINA CYBER CAFE CHOUNKA FATEHPUR SABOUR, Bhagalpur, Bihar 813210, India",https://www.google.com/maps/place/ADINA+CYBER+CAFE+TOURS+AND+TRAVEL/data=!4m7!3m6!1s0x39f0490055ff3e9d:0x9498828ec28e441b!8m2!3d25.2525171!4d87.0394441!16s%2Fg%2F11k1l1_4d4!19sChIJnT7_VQBJ8DkRG0SOwo6CmJQ?authuser=0&hl=en&rclk=1
OWAIS INFOCOM (Internet Cafe),Bhagalpur,4.4,,+91 84078 30943,,Not Available,"Near Chandni Chawk Faizan-e Ashraf Manzil Himmat, Hafiz Ali Ln, Kabirpur, Bhagalpur, Bihar 812006, India",https://www.google.com/maps/place/OWAIS+INFOCOM+%28Internet+Cafe%29/data=!4m7!3m6!1s0x39f04b38f8d412cd:0x81686cf5fc65bea9!8m2!3d25.2372262!4d86.9463838!16s%2Fg%2F11nnp1mlkz!19sChIJzRLU-DhL8DkRqb5l_PVsaIE?authuser=0&hl=en&rclk=1
SHIVAY CYBER CAFE,Bhagalpur,5.0,,+91 90978 19810,,Not Available,"in front of PASHUPATINATH MANDIR, Mirjanhat, Bhagalpur, Bihar 812005, India",https://www.google.com/maps/place/SHIVAY+CYBER+CAFE/data=!4m7!3m6!1s0x39f04be132fbe19d:0xe2bd39030171c333!8m2!3d25.2266347!4d86.9811334!16s%2Fg%2F11ybh1rstv!19sChIJneH7MuFL8DkRM8NxAQM5veI?authuser=0&hl=en&rclk=1
AvIyAnK CaFe,Bhagalpur,5.0,,+91 86518 30783,,https://chat.whatsapp.com/Jzc9NQ94earBFtru94SUlZ,"near thatari tola, Mohaddinagar, Mirjanhat, Kutubganj, Bhagalpur, Bihar 812005, India",https://www.google.com/maps/place/AvIyAnK+CaFe/data=!4m7!3m6!1s0x39f0498a9a8ca10b:0xf316a97db6d1ee2!8m2!3d25.2261361!4d86.9831046!16s%2Fg%2F11lh5fnxfh!19sChIJC6GMmopJ8DkR4h5t25dqMQ8?authuser=0&hl=en&rclk=1
