Business Name,City,Rating,Reviews Count,Phone Number,Email,Website,Full Address,Google Maps Link
CyberCity,Darbhanga,4.9,,+91 91285 57820,,https://linktr.ee/cc.helpdesk,"Ward No - 35, Shahganj, Road, Benta, Laheriasarai, Darbhanga, Bihar 846003, India",https://www.google.com/maps/place/CyberCity/data=!4m7!3m6!1s0x39edb85f2b7737b1:0xb8911fdb5ec2bb33!8m2!3d26.1277982!4d85.9054923!16s%2Fg%2F11c467f43h!19sChIJsTd3K1-47TkRM7vCXtsfkbg?authuser=0&hl=en&rclk=1
Pintu Cyber Cafe,Darbhanga,3.9,,+91 88640 94216,,Not Available,"Azad Chowk, Bhathiarisarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Pintu+Cyber+Cafe/data=!4m7!3m6!1s0x39edb84826c44a45:0x3468eb1744e87c26!8m2!3d26.1460543!4d85.8998429!16s%2Fg%2F1tksg62w!19sChIJRUrEJki47TkRJnzoRBfraDQ?authuser=0&hl=en&rclk=1
A1 CYBER POINT,Darbhanga,5.0,,+91 70338 17387,,https://t.ly/0GqAe,"WARD NO- 33, MOHALLA- RAHAMGANJ POST- LALBAGH, P.S- NAGAR, DIS DARBHANGA, PIN CORD- 846004, near JIVACHH MANDIR, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/A1+CYBER+POINT/data=!4m7!3m6!1s0x39edb9473e21b177:0xf1ef8ff9385023e5!8m2!3d26.1363132!4d85.8969458!16s%2Fg%2F11wfj2w42r!19sChIJd7EhPke57TkR5SNQOPmP7_E?authuser=0&hl=en&rclk=1
CyberVats,Darbhanga,5.0,,+91 75620 35438,,https://cybervats.website2.me/,"Laxmisagar Chowk, Road No-01, near Axis Bank ATM, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/CyberVats/data=!4m7!3m6!1s0x39edb961909397a3:0x8e79edd8efd43d7!8m2!3d26.1600893!4d85.9096294!16s%2Fg%2F11mwrmqfc4!19sChIJo5eTkGG57TkR10P9jt2e5wg?authuser=0&hl=en&rclk=1
Shubham cyber cafe Azamnagar Darbhanga (Shubham Rajput),Darbhanga,,,+91 90978 86688,,Not Available,"Azamnagar po-lalbagh, ps, Lnmu, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Shubham+cyber+cafe+Azamnagar+Darbhanga+%28Shubham+Rajput%29/data=!4m7!3m6!1s0x39edb952dd68ba9f:0x8e0beeaed06dba6d!8m2!3d26.170645!4d85.885643!16s%2Fg%2F11txtrxpw8!19sChIJn7po3VK57TkRbbpt0K7uC44?authuser=0&hl=en&rclk=1
Sharma Cyber,Darbhanga,4.9,,+91 98680 81916,,Not Available,"New Market Shivdhara Chowk, Bihar 846004, India",https://www.google.com/maps/place/Sharma+Cyber/data=!4m7!3m6!1s0x39edb7e1b70f6c27:0x6306b9ebd6bf8b5a!8m2!3d26.1761708!4d85.8789879!16s%2Fg%2F11q2tb7qbb!19sChIJJ2wPt-G37TkRWou_1uu5BmM?authuser=0&hl=en&rclk=1
Satyam cyber cafe,Darbhanga,5.0,,+91 78707 25055,,https://whatsapp.com/channel/0029VajO7SX9xVJijI4qiP2X,"Donar Rd, near Nayak dot com, Bhathiarisarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Satyam+cyber+cafe/data=!4m7!3m6!1s0x39edb9169faf7a9d:0xc31d692d3bc82cb9!8m2!3d26.145043!4d85.9011419!16s%2Fg%2F11tt5rd_jr!19sChIJnXqvnxa57TkRuSzIOy1pHcM?authuser=0&hl=en&rclk=1
M/S Shree Internet Cafe,Darbhanga,4.1,,+91 98356 85560,,Not Available,"SH 56, near L.C.S. COLLEGE, Donar, Dilabarpur, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/M%2FS+Shree+Internet+Cafe/data=!4m7!3m6!1s0x39edb86c3748e615:0x9b191d6aae676757!8m2!3d26.1446744!4d85.9178005!16s%2Fg%2F11_rlczk_!19sChIJFeZIN2y47TkRV2dnrmodGZs?authuser=0&hl=en&rclk=1
Shubham Cyber,Darbhanga,4.2,,+91 91286 87489,,Not Available,"Khanka Chowk, Bhathiarisarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Shubham+Cyber/data=!4m7!3m6!1s0x39edb94ecd647c55:0x41fb5ba7d2718181!8m2!3d26.1486491!4d85.8982521!16s%2Fg%2F11fjn3d9c2!19sChIJVXxkzU657TkRgYFx0qdb-0E?authuser=0&hl=en&rclk=1
Ravi Cyber Cafe,Darbhanga,4.4,,+91 62069 03132,,Not Available,"009, Kabir Chak, Bihar 846009, India",https://www.google.com/maps/place/Ravi+Cyber+Cafe/data=!4m7!3m6!1s0x39edb96a66d557a3:0x14a5a7eae09fdb64!8m2!3d26.1483186!4d85.9183816!16s%2Fg%2F11r9cc2ysl!19sChIJo1fVZmq57TkRZNuf4OqnpRQ?authuser=0&hl=en&rclk=1
Mariya cyber cafe,Darbhanga,3.9,,+91 95468 72813,,Not Available,"Laheriasarai , Ramgunj chowk, Road, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/Mariya+cyber+cafe/data=!4m7!3m6!1s0x39edb8502ae9f71d:0x3742badd74239a9b!8m2!3d26.1367201!4d85.8973092!16s%2Fg%2F1th85jp3!19sChIJHffpKlC47TkRm5ojdN26Qjc?authuser=0&hl=en&rclk=1
Micro Cyber Cafe & Aadhaar Center,Darbhanga,3.8,,+91 91225 40002,,Not Available,"4VHV+39Q, Imambari, Laheriasarai, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/Micro+Cyber+Cafe+%26+Aadhaar+Center/data=!4m7!3m6!1s0x39edb855cbba7f0f:0xfb77e71b15c62ad2!8m2!3d26.1277002!4d85.8934786!16s%2Fg%2F11c59zvvd7!19sChIJD3-6y1W47TkR0irGFRvnd_s?authuser=0&hl=en&rclk=1
Aziz Cyber Point,Darbhanga,5.0,,+91 62012 07830,,Not Available,"Ward No. 31, Alam Traders, Mohalla Jamalpura Bhigo, near Optimum International School, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Aziz+Cyber+Point/data=!4m7!3m6!1s0x39edb992a315407d:0x639aadf33296adc8!8m2!3d26.1366479!4d85.8861337!16s%2Fg%2F11yllqgrkn!19sChIJfUAVo5K57TkRyK2WMvOtmmM?authuser=0&hl=en&rclk=1
Grosvenor Service Centre,Darbhanga,5.0,,Not Available,,https://g.co/kgs/JnaVAw,", milki chak, Bihar 846009, India",https://www.google.com/maps/place/Grosvenor+Service+Centre/data=!4m7!3m6!1s0x39edb9604ded85c1:0x60bce97a593a3997!8m2!3d26.1377252!4d85.9270105!16s%2Fg%2F11pcpp921z!19sChIJwYXtTWC57TkRlzk6WXrpvGA?authuser=0&hl=en&rclk=1
Aaradhya Cyber,Darbhanga,4.8,,+91 91554 36598,,https://aaradhyacybercafe93.ac.in/,"in front of mg college, Sundarpur, Darbhanga, Bihar 846008, India",https://www.google.com/maps/place/Aaradhya+Cyber/data=!4m7!3m6!1s0x39edb9e64f734f41:0x891d779a42eedeee!8m2!3d26.1633743!4d85.8971854!16s%2Fg%2F11lgzmkpbn!19sChIJQU9zT-a57TkR7t7uQpp3HYk?authuser=0&hl=en&rclk=1
E.M CYBER CAFE,Darbhanga,5.0,,+91 96255 92343,,Not Available,"Shop No 02, Shivdhara Chowk, near Hdfc Bank, Azamnagar, Gahumi, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/E.M+CYBER+CAFE/data=!4m7!3m6!1s0x39edb7cb7185a4ad:0x5fc97a0e9fbdcd1e!8m2!3d26.1755315!4d85.8801831!16s%2Fg%2F11ypyk6tlj!19sChIJraSFccu37TkRHs29nw56yV8?authuser=0&hl=en&rclk=1
Nitesh Cyber,Darbhanga,4.5,,+91 78703 00293,,https://g.page/nitesh-cyber?gm,"C/o Naveen Electronics, Oppsite Nerolac Paints, Near C.M.Science College Lalbag, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Nitesh+Cyber/data=!4m7!3m6!1s0x39edb834516fed5b:0xf5c7f02555a850c3!8m2!3d26.1518274!4d85.8925154!16s%2Fg%2F11c3s906dq!19sChIJW-1vUTS47TkRw1CoVSXwx_U?authuser=0&hl=en&rclk=1
"Cyber cafe, Canara Bank BC point, Canara Bank ATM, Common Service Centre CSC, Gas Godown, Laxmisagar, Darbhanga",Darbhanga,5.0,,+91 62999 95110,,Not Available,"Ambedkar Chowk, Gas Godown, Chappki Parri, Chhakar, Lakshmisagar, Darbhanga, Bihar 846009, India","https://www.google.com/maps/place/Cyber+cafe,+Canara+Bank+BC+point,+Canara+Bank+ATM,+Common+Service+Centre+CSC,+Gas+Godown,+Laxmisagar,+Darbhanga/data=!4m7!3m6!1s0x39edb937018e4f8b:0xa2990240d5f599e0!8m2!3d26.1577264!4d85.9121286!16s%2Fg%2F11k55mdx92!19sChIJi0-OATe57TkR4Jn11UACmaI?authuser=0&hl=en&rclk=1"
Roshni Cyber Point & CSC Center,Darbhanga,4.5,,+91 81020 90404,,Not Available,"Vidyapati Chowk Road, Lakshmisagar, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/Roshni+Cyber+Point+%26+CSC+Center/data=!4m7!3m6!1s0x39edb83d6e3fc6f9:0xd1e9947ef42ecb8!8m2!3d26.1587593!4d85.90914!16s%2Fg%2F11dz_0mjwk!19sChIJ-cY_bj247TkRuOxC70eZHg0?authuser=0&hl=en&rclk=1
AYUSHMAN STUDENT CYBER CAFE,Darbhanga,,,+91 70502 45680,,Not Available,"00, Kangwa, Ghumti, Bihar 846009, India",https://www.google.com/maps/place/AYUSHMAN+STUDENT+CYBER+CAFE/data=!4m7!3m6!1s0x39edb96b5de61329:0x506e1247eb35e1dc!8m2!3d26.1558968!4d85.9457837!16s%2Fg%2F11gn1_vr0q!19sChIJKRPmXWu57TkR3OE160cSblA?authuser=0&hl=en&rclk=1
SWADIST Internet Cafe,Darbhanga,5.0,,+91 70042 38822,,Not Available,"Infront of, I Campus, C P, M R M College Rd, Kutubganj, Lal Bagh, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/SWADIST+Internet+Cafe/data=!4m7!3m6!1s0x39edb94b8a94fa4d:0xc549482c4f3a99d8!8m2!3d26.1572433!4d85.8967159!16s%2Fg%2F11x2_544pg!19sChIJTfqUiku57TkR2Jk6TyxIScU?authuser=0&hl=en&rclk=1
New Cyber World,Darbhanga,3.9,,Not Available,,http://business.google.com/website/new-cyber-world-internet-cafe,"4WV4+QFQ, Donar, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/New+Cyber+World/data=!4m7!3m6!1s0x39edb84112aa4983:0x4fa1014737821636!8m2!3d26.1444602!4d85.9062345!16s%2Fg%2F11c1v0y0zp!19sChIJg0mqEkG47TkRNhaCN0cBoU8?authuser=0&hl=en&rclk=1
Maa internet cafe,Darbhanga,4.9,,Not Available,,Not Available,"HOUSE NO, 12/D, Denby Rd, near Radio Station, Kathalbari, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Maa+internet+cafe/data=!4m7!3m6!1s0x39edb97b0e25467b:0x568689a2322547cc!8m2!3d26.1586538!4d85.9020224!16s%2Fg%2F11t7gv51kk!19sChIJe0YlDnu57TkRzEclMqKJhlY?authuser=0&hl=en&rclk=1
Prince Cyber Cafe,Darbhanga,5.0,,+91 96618 41765,,Not Available,"Raham Khan Chowk, near Urdu Road, Rahamganj, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Prince+Cyber+Cafe/data=!4m7!3m6!1s0x39edb9948295f6dd:0x9e6c264a507c584f!8m2!3d26.1391946!4d85.8931411!16s%2Fg%2F11ln_p8lw1!19sChIJ3faVgpS57TkRT1h8UEombJ4?authuser=0&hl=en&rclk=1
CYBER FRIEND internet cafe,Darbhanga,5.0,,Not Available,,Not Available,"4VPV+CG8, Karamganj, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/CYBER+FRIEND+internet+cafe/data=!4m7!3m6!1s0x39edb900204d3d41:0x98d31a5fc297075f!8m2!3d26.1360251!4d85.8938257!16s%2Fg%2F11w3cntwqb!19sChIJQT1NIAC57TkRXweXwl8a05g?authuser=0&hl=en&rclk=1
Priti cyber world,Darbhanga,5.0,,+91 91631 45573,,Not Available,"Allalpatti, gumti east, Darbhanga, Bihar 846003, India",https://www.google.com/maps/place/Priti+cyber+world/data=!4m7!3m6!1s0x39edb96e7302247d:0x43c7c82004ccc5d2!8m2!3d26.1367944!4d85.9107119!16s%2Fg%2F11pdvw0gxx!19sChIJfSQCc2657TkR0sXMBCDIx0M?authuser=0&hl=en&rclk=1
"INTERNET CENTER DHOIGHAT, DARBHANGA",Darbhanga,5.0,,+91 91998 06300,,Not Available,"near Dhoi, Darbhanga, Lau Tola, Bihar 846009, India","https://www.google.com/maps/place/INTERNET+CENTER+DHOIGHAT,+DARBHANGA/data=!4m7!3m6!1s0x39edc7865166878f:0x75fee47c6123c5eb!8m2!3d26.1492947!4d85.9517057!16s%2Fg%2F11sd_lhm8j!19sChIJj4dmUYbH7TkR68UjYXzk_nU?authuser=0&hl=en&rclk=1"
PUSHPA CYBER CAFE,Darbhanga,5.0,,+91 70338 28363,,Not Available,"Ward No 26, Naka No 05, 026, Road, near Front Darbhanga Post Office, Bhathiarisarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/PUSHPA+CYBER+CAFE/data=!4m7!3m6!1s0x39edb96a052fe081:0x54d4e4ebd1c28783!8m2!3d26.1454703!4d85.9015273!16s%2Fg%2F11ysm7r7mm!19sChIJgeAvBWq57TkRg4fC0evk1FQ?authuser=0&hl=en&rclk=1
7 Star Cyber Cafe,Darbhanga,4.8,,+91 83402 54068,,Not Available,"MOHALLA-RAHAMGANJ,POST-LALBAGH,PS-LAHERIASARAI, Kamalistan Rd, near primary school, Rahamganj, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/7+Star+Cyber+Cafe/data=!4m7!3m6!1s0x39edb9490db1d1b1:0x93ebba74cce90444!8m2!3d26.1374706!4d85.8950115!16s%2Fg%2F11ttb7sgk0!19sChIJsdGxDUm57TkRRATpzHS665M?authuser=0&hl=en&rclk=1
Shivshankar Cyber Cafe,Darbhanga,5.0,,+91 95072 87947,,Not Available,"4WP3+X58, Gangasagar Lake Rd, Banker's Colony, Laheriasarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Shivshankar+Cyber+Cafe/data=!4m7!3m6!1s0x39edb844c64140d7:0xcc75301ac1efdbbe!8m2!3d26.137411!4d85.902958!16s%2Fg%2F1tdlsppc!19sChIJ10BBxkS47TkRvtvvwRowdcw?authuser=0&hl=en&rclk=1
Arvind Cyber Cafe,Darbhanga,,,+91 89360 31565,,Not Available,"Bhairopatti, near satsang mandir, ganj chawk, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/Arvind+Cyber+Cafe/data=!4m7!3m6!1s0x39edb9a1722b1de5:0xd5a7aa429a23949!8m2!3d26.1418994!4d85.9231718!16s%2Fg%2F11v67jdskg!19sChIJ5R0rcqG57TkRSTmiKaR6Wg0?authuser=0&hl=en&rclk=1
RADHA RANI CYBER,Darbhanga,5.0,,+91 86031 75144,,Not Available,"RADHA RANI CYBER MK COLLEGE, Bangali Tola, Laheriasarai, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/RADHA+RANI+CYBER/data=!4m7!3m6!1s0x39edb9c3bd58255b:0x75db6e82905fb3e3!8m2!3d26.1275245!4d85.9016078!16s%2Fg%2F11xrz148h5!19sChIJWyVYvcO57TkR47NfkIJu23U?authuser=0&hl=en&rclk=1
Indira Computer,Darbhanga,5.0,,+91 74887 82604,,Not Available,"Station Rd, Benta, Laheriasarai, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/Indira+Computer/data=!4m7!3m6!1s0x39edb9cb1a9b5bf1:0x7ad29b71550a418!8m2!3d26.1178494!4d85.9010015!16s%2Fg%2F11gx_0vqm8!19sChIJ8VubGsu57TkRGKRQFbcprQc?authuser=0&hl=en&rclk=1
Kanhaiya Cyber Cafe Tour & Travels,Darbhanga,4.6,,+91 94306 00094,,Not Available,"Kanhaiya Cyber Cafe Tour & Travels Kadirabad Chowk Darbhanga Bihar, Kadirabad Rd, Kadirabad, Bihar 846004, India",https://www.google.com/maps/place/Kanhaiya+Cyber+Cafe+Tour+%26+Travels/data=!4m7!3m6!1s0x39edb82b214dcbbd:0xe1659874f661ade8!8m2!3d26.1688439!4d85.8905604!16s%2Fg%2F1q6jb2z8n!19sChIJvctNISu47TkR6K1h9nSYZeE?authuser=0&hl=en&rclk=1
ANIKA CYBER CAFE,Darbhanga,4.8,,+91 73220 65020,,Not Available,"near by GANESH MARKET, Indra Colony, Allalpatti, Bhairopatti Village, Darbhanga, Bihar 846003, India",https://www.google.com/maps/place/ANIKA+CYBER+CAFE/data=!4m7!3m6!1s0x39edb9824a37570b:0x8ff9b9566e5267eb!8m2!3d26.134685!4d85.9119589!16s%2Fg%2F11vy5r1c78!19sChIJC1c3SoK57TkR62dSbla5-Y8?authuser=0&hl=en&rclk=1
Net Xpress Hub,Darbhanga,5.0,,+91 78709 79016,,Not Available,"M.L.S.M COLLEGE, 00, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Net+Xpress+Hub/data=!4m7!3m6!1s0x39edb9b448697d61:0xc18185435c6a4526!8m2!3d26.1586164!4d85.9053228!16s%2Fg%2F11tb3jv443!19sChIJYX1pSLS57TkRJkVqXEOFgcE?authuser=0&hl=en&rclk=1
Mithila Cyber Zone,Darbhanga,4.1,,+91 98527 56670,,Not Available,"Gangasagar, 28, SH50, near WELFARE HOSTEL, Laheriasarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Mithila+Cyber+Zone/data=!4m7!3m6!1s0x39edb84453bb5ceb:0xba20386bfa3687e7!8m2!3d26.1409267!4d85.9033385!16s%2Fg%2F11dx9h2v0m!19sChIJ61y7U0S47TkR54c2-ms4ILo?authuser=0&hl=en&rclk=1
LOVELY DIGITAL HOME,Darbhanga,4.8,,+91 85211 61604,,Not Available,"BSNL OFFICE ROAD, near Al-Quba Masjid, Allalpatti, Laheriasarai, Darbhanga, Bihar 846003, India",https://www.google.com/maps/place/LOVELY+DIGITAL+HOME/data=!4m7!3m6!1s0x39edb92be8bd50c9:0xd82ab1501c2e032b!8m2!3d26.1374451!4d85.9074139!16s%2Fg%2F11q94q30_t!19sChIJyVC96Cu57TkRKwMuHFCxKtg?authuser=0&hl=en&rclk=1
Maa sharde cyber cafe,Darbhanga,3.3,,+91 86779 39321,,Not Available,"Mahatma Gandhi College Rd, Sundarpur, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Maa+sharde+cyber+cafe/data=!4m7!3m6!1s0x39edb77b680b5957:0x4726476b420c1727!8m2!3d26.1752067!4d85.88915!16s%2Fg%2F11ngfzdj90!19sChIJV1kLaHu37TkRJxcMQmtHJkc?authuser=0&hl=en&rclk=1
Saba Cyber Point,Darbhanga,5.0,,+91 85073 41867,,Not Available,"Road, Belwaganj, Mogalpura, Laheriasarai, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/Saba+Cyber+Point/data=!4m7!3m6!1s0x39edb9d0d2cce4a1:0xa6e6a94d73cffeb0!8m2!3d26.1266467!4d85.8954682!16s%2Fg%2F11s9v7dw37!19sChIJoeTM0tC57TkRsP7Pc02p5qY?authuser=0&hl=en&rclk=1
DIGITAL PALACE CYBER CAFE,Darbhanga,5.0,,+91 96936 08663,,Not Available,"Chandi, Ekmighat to Shobhan Bypass Road, Laheriasarai, near M.R. Public School, Chandi, Darbhanga, Bihar 846003, India",https://www.google.com/maps/place/DIGITAL+PALACE+CYBER+CAFE/data=!4m7!3m6!1s0x39edb9abe9ced95f:0x4e2727bcfc34a3a4!8m2!3d26.1187534!4d85.8738653!16s%2Fg%2F11fvc7jtcs!19sChIJX9nO6au57TkRpKM0_LwnJ04?authuser=0&hl=en&rclk=1
Vidya Cyber Cafe,Darbhanga,1.0,,+91 82984 06987,,Not Available,"Sundarpur, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Vidya+Cyber+Cafe/data=!4m7!3m6!1s0x39edb7864b47a529:0xacc416f978dc5e28!8m2!3d26.1759939!4d85.8985273!16s%2Fg%2F11hd8rtqqg!19sChIJKaVHS4a37TkRKF7cePkWxKw?authuser=0&hl=en&rclk=1
G.D.Computer,Darbhanga,3.7,,+91 92343 55837,,Not Available,"5W35+4HQ, J.P. Chowk, Laxmi Sagar, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/G.D.Computer/data=!4m7!3m6!1s0x39edb83e39765565:0x1eaa45d937417fb4!8m2!3d26.1528447!4d85.9089999!16s%2Fg%2F11f54sbzzt!19sChIJZVV2OT647TkRtH9BN9lFqh4?authuser=0&hl=en&rclk=1
Mahamaya Cyber Point,Darbhanga,5.0,,+91 91227 33630,,Not Available,"Bhandar Chowk Kathalbari Road, near Durga Mandir, Kathalbari, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Mahamaya+Cyber+Point/data=!4m7!3m6!1s0x39edb824dc979a2d:0x48d25ecea8bc0e9!8m2!3d26.1617444!4d85.9028706!16s%2Fg%2F11f57j2mk7!19sChIJLZqX3CS47TkR6cCL6uwljQQ?authuser=0&hl=en&rclk=1
Digital Cyber Spot & CSC Center,Darbhanga,,,Not Available,,Not Available,"Road No- 01, near SBI ATM, Lakshmisagar, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/Digital+Cyber+Spot+%26+CSC+Center/data=!4m7!3m6!1s0x39edb90015ea351b:0x39f7d19eb7f7f4fb!8m2!3d26.1601035!4d85.9096189!16s%2Fg%2F11z0jjrw8z!19sChIJGzXqFQC57TkR-_T3t57R9zk?authuser=0&hl=en&rclk=1
GTPL WiFi Internet Live TV and Ott Broadband in Darbhanga Bihar,Darbhanga,4.9,,+91 93341 25186,,http://www.gtpl.net/,"Arya Samaj Rd, Mirzapur, Gullowara, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/GTPL+WiFi+Internet+Live+TV+and+Ott+Broadband+in+Darbhanga+Bihar/data=!4m7!3m6!1s0x39edb9807309c2ef:0x18815f2f4ccf3f16!8m2!3d26.150835!4d85.8919213!16s%2Fg%2F11w305cj6c!19sChIJ78IJc4C57TkRFj_PTC9fgRg?authuser=0&hl=en&rclk=1
SP DIGITAL CAFE,Darbhanga,,,Not Available,,Not Available,"Dal Mill Road, Donar, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/SP+DIGITAL+CAFE/data=!4m7!3m6!1s0x39edb9656ece96c9:0x92fe5b6382572e78!8m2!3d26.1446968!4d85.9121708!16s%2Fg%2F11zj7b0rjf!19sChIJyZbObmW57TkReC5XgmNb_pI?authuser=0&hl=en&rclk=1
Lalit Cyber,Darbhanga,3.3,3.0,+91 91220 92973,,Not Available,"5VFW+XCJ, Bela, Near Durgan Mandir Bela Chowk, champabagh, Sundarpur, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Lalit+Cyber/data=!4m7!3m6!1s0x39edb7871f9b771b:0x7134c8e7cccceb0c!8m2!3d26.1749718!4d85.8960228!16s%2Fg%2F11hd5dx4pw!19sChIJG3ebH4e37TkRDOvMzOfINHE?authuser=0&hl=en&rclk=1
Indu Internet,Darbhanga,3.7,,Not Available,,Not Available,"Income Tax Chauraha, Kathalbari, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Indu+Internet/data=!4m7!3m6!1s0x39edb8308a9a790d:0xa00cd55baba8cb1b!8m2!3d26.1572918!4d85.8987254!16s%2Fg%2F11b6tj0bgc!19sChIJDXmaijC47TkRG8uoq1vVDKA?authuser=0&hl=en&rclk=1
Bharti Digital seva Kendra(cyber cafe),Darbhanga,,,+91 73219 33122,,https://chat.whatsapp.com/KD1EowFv9zL3fNL9UhTt5C,"Maniyari, Post, Lalsahpur, Darbhanga, Bihar 846005, India",https://www.google.com/maps/place/Bharti+Digital+seva+Kendra%28cyber+cafe%29/data=!4m7!3m6!1s0x39edb936fe8a7d03:0x6258c204da583f72!8m2!3d26.161743!4d85.8658955!16s%2Fg%2F11ldvk67v4!19sChIJA32K_ja57TkRcj9Y2gTCWGI?authuser=0&hl=en&rclk=1
Dream Cyber Cafe,Darbhanga,3.0,,+91 98350 42776,,Not Available,"Raham khan, Rahamganj, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Dream+Cyber+Cafe/data=!4m7!3m6!1s0x39edb9678ba262a3:0x6e27d238a766f423!8m2!3d26.1377435!4d85.8934876!16s%2Fg%2F11jyzb8htr!19sChIJo2Kii2e57TkRI_RmpzjSJ24?authuser=0&hl=en&rclk=1
Talab Cyber Cafe,Darbhanga,3.0,,+91 95257 71061,,Not Available,"Sara Mahamad, nearby Talab Cyber Cafe, Gangwara, Sara Mohanpur, Darbhanga, Bihar 846007, India",https://www.google.com/maps/place/Talab+Cyber+Cafe/data=!4m7!3m6!1s0x39edb995ad4ac951:0x72b92e641489f846!8m2!3d26.1683677!4d85.924765!16s%2Fg%2F11ww0jz0m2!19sChIJUclKrZW57TkRRviJFGQuuXI?authuser=0&hl=en&rclk=1
sukhdev csc center,Darbhanga,5.0,,+91 6272 403 260,,Not Available,"MISHRIGANJ, Patel Chowk, kafoganj, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/sukhdev+csc+center/data=!4m7!3m6!1s0x39edb90c8b2ba3b3:0xfed76044fe188870!8m2!3d26.164475!4d85.8879802!16s%2Fg%2F11rc4vn1bb!19sChIJs6Mriwy57TkRcIgY_kRg1_4?authuser=0&hl=en&rclk=1
CSC E-GOVERNANCE SERVICES PVT LTD,Darbhanga,3.9,,+91 91991 39118,,Not Available,"Devyani traders, Donar, Kabir Chak, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/CSC+E-GOVERNANCE+SERVICES+PVT+LTD/data=!4m7!3m6!1s0x39edb902c8634101:0x6c1fd368a16ebe6f!8m2!3d26.1472191!4d85.9173348!16s%2Fg%2F11m6ynb0bh!19sChIJAUFjyAK57TkRb75uoWjTH2w?authuser=0&hl=en&rclk=1
A.S. CAFE & TRAVELS,Darbhanga,5.0,,+91 84341 27438,,Not Available,"BELWAGANJ LIGHT HOUSE CINEMA ROAD, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/A.S.+CAFE+%26+TRAVELS/data=!4m7!3m6!1s0x39edb8566df873a5:0x450a8cf09651c75a!8m2!3d26.1267858!4d85.895339!16s%2Fg%2F11ggw7nzk9!19sChIJpXP4bVa47TkRWsdRlvCMCkU?authuser=0&hl=en&rclk=1
Maa Ambay Cyber Zone,Darbhanga,4.3,,+91 91994 75679,,Not Available,"Bela Dullah Rd, Sundarpur, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Maa+Ambay+Cyber+Zone/data=!4m7!3m6!1s0x39edb787aa5e3181:0xb7b8fed65846d4bd!8m2!3d26.1750827!4d85.897302!16s%2Fg%2F11b7lmp10_!19sChIJgTFeqoe37TkRvdRGWNb-uLc?authuser=0&hl=en&rclk=1
K Cyber Cafe,Darbhanga,3.0,,+91 74819 41596,,Not Available,"008, Ruhela Ganj Road, near Gyan Sarita Public School, Sundarpur, Kadirabad, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/K+Cyber+Cafe/data=!4m7!3m6!1s0x39edb9c1dbc53d2b:0xf3c695e6ee052e12!8m2!3d26.1695103!4d85.8891472!16s%2Fg%2F11vsfcgb3v!19sChIJKz3F28G57TkREi4F7uaVxvM?authuser=0&hl=en&rclk=1
