Business Name,City,Rating,Reviews Count,Phone Number,Email,Website,Full Address,Google Maps Link
Seharsa.,Saharsa,,,Not Available,,Not Available,"ISLAMIYA CHOWK, Gangjala Chowk Dhala, Sant Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Seharsa./data=!4m7!3m6!1s0x39ee3d0071eede21:0x46aff057a851983d!8m2!3d25.88595!4d86.601638!16s%2Fg%2F11ms8szhlr!19sChIJId7ucQA97jkRPZhRqFfwr0Y?authuser=0&hl=en&rclk=1
RANJAN CYBER CAFE,Saharsa,,,+91 78701 53303,,Not Available,"Vidyapati Nagar, Sant Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/RANJAN+CYBER+CAFE/data=!4m7!3m6!1s0x39ee3d15f8b1cdb1:0x23c82613edfb20bf!8m2!3d25.8774236!4d86.6025377!16s%2Fg%2F11j7x3nsvj!19sChIJsc2x-BU97jkRvyD77RMmyCM?authuser=0&hl=en&rclk=1
SuperNet Digital Solutions,Saharsa,3.9,,+91 70333 49549,,Not Available,"07, near WHO Office, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/SuperNet+Digital+Solutions/data=!4m7!3m6!1s0x39ee3d8e8e443a15:0x84cc5205730c917!8m2!3d25.8762402!4d86.5874834!16s%2Fg%2F11c744qtld!19sChIJFTpEjo497jkRF8kwVyDFTAg?authuser=0&hl=en&rclk=1
CSC DIGITAL SEVA KENDRA,Saharsa,,,+91 77659 61190,,Not Available,"Hunaman chowk, Police Line, Agwanpur, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/CSC+DIGITAL+SEVA+KENDRA/data=!4m7!3m6!1s0x39ee3d600c736af7:0x7345acd39a9e5878!8m2!3d25.8964453!4d86.5853652!16s%2Fg%2F11zk77qwtz!19sChIJ92pzDGA97jkReFiemtOsRXM?authuser=0&hl=en&rclk=1
Studio Gagan,Saharsa,4.1,,+91 94316 90381,,Not Available,"Ward no 40, Subhash chowk, Bangaon Rd, Refugee Colony, Krishna Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Studio+Gagan/data=!4m7!3m6!1s0x39ee3d88f9157171:0x941744feea9e79ec!8m2!3d25.8745173!4d86.5911184!16s%2Fg%2F11b5wqkfhk!19sChIJcXEV-Yg97jkR7Hme6v5EF5Q?authuser=0&hl=en&rclk=1
Maa Digital Service & mobile repayring centre,Saharsa,,,Not Available,,Not Available,"Bengha, road, baypass, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Maa+Digital+Service+%26+mobile+repayring+centre/data=!4m7!3m6!1s0x39ee17479e5e0b73:0x10a599b8f87d3232!8m2!3d25.8761648!4d86.572048!16s%2Fg%2F11sck7xwy9!19sChIJcwtenkcX7jkRMjJ9-LiZpRA?authuser=0&hl=en&rclk=1
Mr Shad,Saharsa,5.0,,Not Available,,Not Available,"VJH6+CF2, near R M College, Tiwari Tola, Aadarsh Nagar, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Mr+Shad/data=!4m7!3m6!1s0x39ee3df97eae9bd1:0x89e9e01c196cef9b!8m2!3d25.8785114!4d86.6111491!16s%2Fg%2F11n5krgqh_!19sChIJ0Zuufvk97jkRm-9sGRzg6Yk?authuser=0&hl=en&rclk=1
PRAMOD CYBER CAFE,Saharsa,,,Not Available,,Not Available,"VJC2+333, Kayasth Tola St, Jay Prabha Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/PRAMOD+CYBER+CAFE/data=!4m7!3m6!1s0x39ee3d0023076feb:0xdbb6ea528c73256!8m2!3d25.8701384!4d86.600164!16s%2Fg%2F11yp_4p4nk!19sChIJ628HIwA97jkRVjLHKKVuuw0?authuser=0&hl=en&rclk=1
IT Star - InterNet Service Provider,Saharsa,4.0,,Not Available,,Not Available,"Mahavir Chowk, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/IT+Star+-+InterNet+Service+Provider/data=!4m7!3m6!1s0x39ee3d91cdd0b8c9:0xc1381537dd925acb!8m2!3d25.8749373!4d86.5913235!16s%2Fg%2F11f1kg44qz!19sChIJybjQzZE97jkRy1qS3TcVOME?authuser=0&hl=en&rclk=1
Raju Online Centre,Saharsa,4.0,,Not Available,,Not Available,"Hasa Hakpara, Saharsa, Bihar 852124, India",https://www.google.com/maps/place/Raju+Online+Centre/data=!4m7!3m6!1s0x39ee3ff7c5e623b9:0x47d638d38c8143ef!8m2!3d25.9091675!4d86.5909684!16s%2Fg%2F11kk7mqwnf!19sChIJuSPmxfc_7jkR70OBjNM41kc?authuser=0&hl=en&rclk=1
"ANU INTERNET SEVA ,pro. Gopal Sharma, Sharma Chowk simri Bakhtiyarpur Saharsa Bihar",Saharsa,5.0,,+91 97098 79062,,Not Available,"PHCR+V69 M/S GOPAL SHARMA, Main Rd, Ward No 11, Bhaktiarpur, Bihar 852127, India","https://www.google.com/maps/place/ANU+INTERNET+SEVA+,pro.+Gopal+Sharma,+Sharma+Chowk+simri+Bakhtiyarpur+Saharsa+Bihar/data=!4m7!3m6!1s0x39ee221ccaeac00d:0x1afcb6e837cf5f8c!8m2!3d25.7221536!4d86.5906221!16s%2Fg%2F11fxx4sc_d!19sChIJDcDqyhwi7jkRjF_PN-i2_Bo?authuser=0&hl=en&rclk=1"
Ashrafi Online Seva,Saharsa,5.0,,+91 90607 73030,,Not Available,"Nawab Road, ward no - 07 Rani Bagh, Bhaktiarpur, Bihar 852127, India",https://www.google.com/maps/place/Ashrafi+Online+Seva/data=!4m7!3m6!1s0x39ee233821b835a9:0xdb5f793a3ee28b33!8m2!3d25.7264221!4d86.5964045!16s%2Fg%2F11jwf_1q60!19sChIJqTW4ITgj7jkRM4viPjp5X9s?authuser=0&hl=en&rclk=1
Vasudha kendra and Aadhar Seva Kendra,Saharsa,3.4,,+91 77650 74131,,Not Available,"Tiwari tola, Near RMCollage, Bypass Rd, Sanatan nagar, Bihar 852202, India",https://www.google.com/maps/place/Vasudha+kendra+and+Aadhar+Seva+Kendra/data=!4m7!3m6!1s0x39ee3d5363444479:0x7e161b278366841e!8m2!3d25.8794675!4d86.6115102!16s%2Fg%2F11srqhfk8w!19sChIJeUREY1M97jkRHoRmgycbFn4?authuser=0&hl=en&rclk=1
Ashu,Saharsa,5.0,,+91 95077 35251,,Not Available,"Ward No 19, Ramesh Jha Rd, Sant Nagar, Begusarai, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Ashu/data=!4m7!3m6!1s0x39ee3d485a51499d:0xb367df4ba042260e!8m2!3d25.8819506!4d86.5970083!16s%2Fg%2F11s99v9w0q!19sChIJnUlRWkg97jkRDiZCoEvfZ7M?authuser=0&hl=en&rclk=1
Navya Cyber Cafe,Saharsa,,,Not Available,,Not Available,"001, Rajhanpur - Karanpur Rd, Rajanpur, Saharsa, Bihar 852106, India",https://www.google.com/maps/place/Navya+Cyber+Cafe/data=!4m7!3m6!1s0x39ee1bb6634bb21d:0x3f2f379055a70eb8!8m2!3d25.7897505!4d86.4666627!16s%2Fg%2F11zhyn3tjc!19sChIJHbJLY7Yb7jkRuA6nVZA3Lz8?authuser=0&hl=en&rclk=1
Maa durga online centre,Saharsa,,,Not Available,,Not Available,"Panchwati chowk, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Maa+durga+online+centre/data=!4m7!3m6!1s0x39ee3d0023fe85db:0x614ab435a615ba60!8m2!3d25.8847552!4d86.5989791!16s%2Fg%2F11n3lhysk3!19sChIJ24X-IwA97jkRYLoVpjW0SmE?authuser=0&hl=en&rclk=1
TANYA CSC CENTER,Saharsa,,,Not Available,,Not Available,"VHGV+W4V, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/TANYA+CSC+CENTER/data=!4m7!3m6!1s0x39ee3d005095c893:0xda312b3348757ecc!8m2!3d25.8773651!4d86.5927887!16s%2Fg%2F11yylhxcdr!19sChIJk8iVUAA97jkRzH51SDMrMdo?authuser=0&hl=en&rclk=1
Ankesh Common Service Center,Saharsa,,,+91 86748 41899,,Not Available,"Id Singh Chowk, Naya Bazar, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Ankesh+Common+Service+Center/data=!4m7!3m6!1s0x39ee3d893239f747:0xfcf8a8d060e5bc14!8m2!3d25.8775578!4d86.5805458!16s%2Fg%2F11n3yzs2qp!19sChIJR_c5Mok97jkRFLzlYNCo-Pw?authuser=0&hl=en&rclk=1
Ns Printing,Saharsa,4.0,,+91 62071 51519,,http://www.nsprinting.in/,"Ward No 26/35, Vidhayak Alok, Ranjan Road, Bhartiya Nagar, Krishna Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Ns+Printing/data=!4m7!3m6!1s0x39ee3dab0854418b:0x4dfe563306e9acf7!8m2!3d25.868991!4d86.5928836!16s%2Fg%2F11lzf3m5_q!19sChIJi0FUCKs97jkR96zpBjNW_k0?authuser=0&hl=en&rclk=1
Aryavarta Bihar Foundation,Saharsa,,,+91 94704 90064,,Not Available,"Sona Vasudha Kendra, Dhabauli Kapsiya Rd, Saharsa, Bihar 852107, India",https://www.google.com/maps/place/Aryavarta+Bihar+Foundation/data=!4m7!3m6!1s0x39ee31005a32fccb:0xb38edefba81508bc!8m2!3d25.8262484!4d86.7885482!16s%2Fg%2F11mzntjsp5!19sChIJy_wyWgAx7jkRvAgVqPvejrM?authuser=0&hl=en&rclk=1
GALAXY COMPUTERS,Saharsa,4.6,,+91 94702 17930,,https://galaxy-computers.grexa.site/,"D.B Road Hotel Satkar Complex, in front of Banzara Resturant, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/GALAXY+COMPUTERS/data=!4m7!3m6!1s0x39ee3d924942068d:0xe3ab638ae512437b!8m2!3d25.8787775!4d86.5926112!16s%2Fg%2F11crzjwchn!19sChIJjQZCSZI97jkRe0MS5Ypjq-M?authuser=0&hl=en&rclk=1
Tulsyan Computers,Saharsa,4.9,,+91 93344 75188,,Not Available,"Mahavir Chowk, Bangaon Rd, near Roopwati Girls School, Ward Number 22, Krishna Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Tulsyan+Computers/data=!4m7!3m6!1s0x39ee3dc2bbf86f7b:0x3da7ad8395964719!8m2!3d25.8745063!4d86.5911226!16s%2Fg%2F11kjyc8k2k!19sChIJe2_4u8I97jkRGUeWlYOtpz0?authuser=0&hl=en&rclk=1
Priyanshu Online Zone,Saharsa,5.0,,+91 74910 00393,,Not Available,"Shop No 17 Ward No 22, Sharma Chowk, Bhaktiarpur, Bihar 852127, India",https://www.google.com/maps/place/Priyanshu+Online+Zone/data=!4m7!3m6!1s0x39ee23e6fc9f6495:0x1b8408ab7233d654!8m2!3d25.7223747!4d86.5899327!16s%2Fg%2F11ln_rm51g!19sChIJlWSf_OYj7jkRVNYzcqsIhBs?authuser=0&hl=en&rclk=1
Fazal Computer,Saharsa,3.0,,+91 91990 85085,,Not Available,"Meer Tola Rd, Naya Bazar, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Fazal+Computer/data=!4m7!3m6!1s0x39ee3d668c60c50d:0xdff65a5f509e201c!8m2!3d25.8751715!4d86.5840734!16s%2Fg%2F11ndvdpcyq!19sChIJDcVgjGY97jkRHCCeUF9a9t8?authuser=0&hl=en&rclk=1
"Ayush Sadi card , printing press,",Saharsa,,,+91 98012 00622,,Not Available,"Saharsa - Simri Bakhtiyarpur - Shalkhua Rd, Sonbarsa Kachahari, Bishunpur, Bihar 852106, India","https://www.google.com/maps/place/Ayush+Sadi+card+,+printing+press,/data=!4m7!3m6!1s0x39ee23cb4f930585:0x8bd8b2a367b933d5!8m2!3d25.795704!4d86.595469!16s%2Fg%2F11mh_mq9k3!19sChIJhQWTT8sj7jkR1TO5Z6Oy2Is?authuser=0&hl=en&rclk=1"
MAA KIRAN CYBER CAFE,Saharsa,,,+91 76311 99820,,Not Available,"WARD 11, KARTIK MANDIR, GADH BAZAR SONBARSA RAJ, SAHARSA, Amirta, Bihar 852217, India",https://www.google.com/maps/place/MAA+KIRAN+CYBER+CAFE/data=!4m7!3m6!1s0x39ee2fc6bf6f5945:0xed7d89b43089b67a!8m2!3d25.7574276!4d86.7624795!16s%2Fg%2F11xvpvsrbp!19sChIJRVlvv8Yv7jkReraJMLSJfe0?authuser=0&hl=en&rclk=1
V.K. COMPUTERS & STATIONERY,Saharsa,4.2,,+91 91350 74022,,https://vkcsaharsa.blogspot.com/,"ward number 12, Gautam Nagar Rd, near bumphar chauk, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/V.K.+COMPUTERS+%26+STATIONERY/data=!4m7!3m6!1s0x39ee3de90d144f1b:0x6c4c746db27406a5!8m2!3d25.890122!4d86.5974533!16s%2Fg%2F11c37r14j3!19sChIJG08UDek97jkRpQZ0sm10TGw?authuser=0&hl=en&rclk=1
Gagan Internet Sewa गगन इन्टरनेट सेवा,Saharsa,5.0,,+91 80928 71923,,https://studiogagan.blogspot.com/,"chowk, Bangaon Rd, Refugee Colony, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Gagan+Internet+Sewa+%E0%A4%97%E0%A4%97%E0%A4%A8+%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%9F%E0%A4%B0%E0%A4%A8%E0%A5%87%E0%A4%9F+%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE/data=!4m7!3m6!1s0x39ee3d8b7630d07f:0xde5b59369f727f18!8m2!3d25.8737735!4d86.5833075!16s%2Fg%2F11h21y_2pj!19sChIJf9Awdos97jkRGH9ynzZZW94?authuser=0&hl=en&rclk=1
Abhiraj Internet Cafe,Saharsa,5.0,,Not Available,,Not Available,"Ganjala chowk Nagar Parishad gate ke samne abhiraj internet cafe Ajay Cted classes ke Bagal mein ward number 18 ganjala, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Abhiraj+Internet+Cafe/data=!4m7!3m6!1s0x39ee3d5bdf5721f1:0x97ba09b8a450a7b6!8m2!3d25.8833826!4d86.5969545!16s%2Fg%2F11rvlzw5m_!19sChIJ8SFX31s97jkRtqdQpLgJupc?authuser=0&hl=en&rclk=1
Manohar internet cafe,Saharsa,5.0,,+91 80023 74099,,https://linktr.ee/Koshi_information,"Gangjala chowk,,Saharsa Nagar palika chowk saharsa Ward-18, Bihar 852201, India",https://www.google.com/maps/place/Manohar+internet+cafe/data=!4m7!3m6!1s0x39ee3dd1161ae2f1:0xeef2ec218d68bfa4!8m2!3d25.8833175!4d86.5968269!16s%2Fg%2F11rylf_w0d!19sChIJ8eIaFtE97jkRpL9ojSHs8u4?authuser=0&hl=en&rclk=1
Niraj Kumar,Saharsa,1.0,,+91 82928 20945,,Not Available,"Gram Govardhanpur, Post Bariyarpur Bakhtiyarpur, Sonpura, Jila Saharsa Bihar 852127, Bihar 852127, India",https://www.google.com/maps/place/Niraj+Kumar/data=!4m7!3m6!1s0x39ee197a894e4a39:0x2fca3b7f4915bf9d!8m2!3d25.736751!4d86.546146!16s%2Fg%2F11mdvvn3xg!19sChIJOUpOiXoZ7jkRnb8VSX87yi8?authuser=0&hl=en&rclk=1
A.K. COMMON SERVICE CENTRE,Saharsa,,,+91 87095 91119,,https://youtube.com/@AllGyaninHindi?si=jNZkwXtK3JOd0gwA,Not Available,https://www.google.com/maps/place/A.K.+COMMON+SERVICE+CENTRE/data=!4m7!3m6!1s0x27607092448bd061:0x96aa74852dce4076!8m2!3d26.0213391!4d86.4389627!16s%2Fg%2F11y48yjfln!19sChIJYdCLRJJwYCcRdkDOLYV0qpY?authuser=0&hl=en&rclk=1
DIGITAL INDIA ( All In One),Saharsa,3.8,,+91 85211 65658,,Not Available,"Koshi Chowk, near SBI ATM, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/DIGITAL+INDIA+%28+All+In+One%29/data=!4m7!3m6!1s0x39ee3de8eabcb1b9:0x64c03e39566323a9!8m2!3d25.8936733!4d86.5968833!16s%2Fg%2F11f3xgpj74!19sChIJubG86ug97jkRqSNjVjk-wGQ?authuser=0&hl=en&rclk=1
Pushpanjali Cyber Cafe,Saharsa,5.0,,+91 87573 37964,,Not Available,"Bengha Road Sarahi Ward No 05, Bihar 852202, India",https://www.google.com/maps/place/Pushpanjali+Cyber+Cafe/data=!4m7!3m6!1s0x39ee17ba4c6d30ff:0x247b9f92f5d58f97!8m2!3d25.8864526!4d86.5741018!16s%2Fg%2F11ptzrg4p6!19sChIJ_zBtTLoX7jkRl4_V9ZKfeyQ?authuser=0&hl=en&rclk=1
M/s Digital Studio Lachhminiya,Saharsa,5.0,,Not Available,,Not Available,"Saharsa, Bihar 852221, India",https://www.google.com/maps/place/M%2Fs+Digital+Studio+Lachhminiya/data=!4m7!3m6!1s0x39ee3b5866886e75:0x5350097c729740ba!8m2!3d25.8795298!4d86.6955323!16s%2Fg%2F11qrkvhyv2!19sChIJdW6IZlg77jkRukCXcnwJUFM?authuser=0&hl=en&rclk=1
Online Center (Infront Of Jama Masjid),Saharsa,5.0,,+91 76310 18944,,Not Available,"INFRONT OF JAMA MASJID, Saharsa Basti Ward Number 31, Hatiya Gachhi, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Online+Center+%28Infront+Of+Jama+Masjid%29/data=!4m7!3m6!1s0x39ee3d00107c6033:0x313b91bc0906ac81!8m2!3d25.8734796!4d86.610766!16s%2Fg%2F11y76zhjxj!19sChIJM2B8EAA97jkRgawGCbyROzE?authuser=0&hl=en&rclk=1
Sunrise Internet Cafe,Saharsa,,,+91 87099 88921,,Not Available,"54, Tiranga chowk, Bypass Rd, Sant Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Sunrise+Internet+Cafe/data=!4m7!3m6!1s0x39ee3dc11dec63c3:0x409df838bbd1b1cf!8m2!3d25.886594!4d86.604024!16s%2Fg%2F11k3wtn805!19sChIJw2PsHcE97jkRz7HRuzj4nUA?authuser=0&hl=en&rclk=1
RISHABH INFOTECH,Saharsa,5.0,,Not Available,,Not Available,"Hanuman Chowk, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/RISHABH+INFOTECH/data=!4m7!3m6!1s0x39ee3dff553fd829:0x875a9dd57c43f4a2!8m2!3d25.8874056!4d86.605499!16s%2Fg%2F11wwffvnk3!19sChIJKdg_Vf897jkRovRDfNWdWoc?authuser=0&hl=en&rclk=1
S.K. Internet Cafe,Saharsa,0.0,,+91 70708 73649,,Not Available,"Baijnathpur ward no 22 hatiya, near manohar High school, Baijnathpur, Bihar 852221, India",https://www.google.com/maps/place/S.K.+Internet+Cafe/data=!4m7!3m6!1s0x39ee3db758a1cb7d:0xd6b062e2f45f5f90!8m2!3d25.8895168!4d86.6456888!16s%2Fg%2F11svlgv7cj!19sChIJfcuhWLc97jkRkF9f9OJisNY?authuser=0&hl=en&rclk=1
Jai Maa Telecome and comman service center Sonbarsa Saharsa Bihar,Saharsa,,,+91 80511 11628,,Not Available,"Amrita Word No 03, Neae gas  agency, Saharsa, Bihar 852217, India",https://www.google.com/maps/place/Jai+Maa+Telecome+and+comman+service+center+Sonbarsa+Saharsa+Bihar/data=!4m7!3m6!1s0x39ee2f35b52532d9:0x1ad27d9e2c82de00!8m2!3d25.7648724!4d86.7693441!16s%2Fg%2F11t51hkp5x!19sChIJ2TIltTUv7jkRAN6CLJ590ho?authuser=0&hl=en&rclk=1
"SURUCHI CYBER CAFE,सुरुचि साईबर कैफ़े",Saharsa,,,Not Available,,Not Available,"Murli-Basantpur Rd, Murli, Saharsa, Bihar 852202, India","https://www.google.com/maps/place/SURUCHI+CYBER+CAFE,%E0%A4%B8%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%9A%E0%A4%BF+%E0%A4%B8%E0%A4%BE%E0%A4%88%E0%A4%AC%E0%A4%B0+%E0%A4%95%E0%A5%88%E0%A5%9E%E0%A5%87/data=!4m7!3m6!1s0x39ee15cb45a7d601:0x2ace1a24e0b32f89!8m2!3d25.9042266!4d86.5510929!16s%2Fg%2F11sbkztzc1!19sChIJAdanRcsV7jkRiS-z4CQazio?authuser=0&hl=en&rclk=1"
Cyber Hub,Saharsa,0.0,,+91 82710 28820,,Not Available,"Shop No 12 Ward No 03, Man, Road, Saharsa, Bihar 852113, India",https://www.google.com/maps/place/Cyber+Hub/data=!4m7!3m6!1s0x39ee37825300a9ef:0x93891565658ae89a!8m2!3d25.9335528!4d86.7953962!16s%2Fg%2F11vq736w8c!19sChIJ76kAU4I37jkRmuiKZWUViZM?authuser=0&hl=en&rclk=1
Aarohi Digital Cyber Cafe,Saharsa,4.5,21.0,+91 80848 90342,,Not Available,"Bypass Rd, SHIVPURI, Saharsa, Bihar 852124, India",https://www.google.com/maps/place/Aarohi+Digital+Cyber+Cafe/data=!4m7!3m6!1s0x39ee3de9f03efa25:0x869cd2e7ac7f89f6!8m2!3d25.8940365!4d86.605114!16s%2Fg%2F11wttpcnwj!19sChIJJfo-8Ok97jkR9ol_rOfSnIY?authuser=0&hl=en&rclk=1
Er.Deepak place,Saharsa,,,Not Available,,Not Available,"VJM8+545, Hatiya Gachhi, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Er.Deepak+place/data=!4m7!3m6!1s0x39ee3d002e61cde7:0xdc3e58de6e82dc00!8m2!3d25.8828986!4d86.6153442!16s%2Fg%2F11ycb13jsn!19sChIJ581hLgA97jkRANyCbt5YPtw?authuser=0&hl=en&rclk=1
Mitthu,Saharsa,1.0,,+91 91287 98344,,Not Available,"Stadium, Tempo stand, Police Line, Hasa Hakpur, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Mitthu/data=!4m7!3m6!1s0x39ee3d6a2e199dd7:0xf57858edc6637ada!8m2!3d25.8976533!4d86.5937904!16s%2Fg%2F11vr7w4z0v!19sChIJ150ZLmo97jkR2npjxu1YePU?authuser=0&hl=en&rclk=1
Bhai Ki Dukaan,Saharsa,3.0,,+91 92638 12783,,Not Available,"Shop No 12 Ward No 05, Balwahat - Bhagdewa Rd, Saharsa, Kantho, Bihar 852106, India",https://www.google.com/maps/place/Bhai+Ki+Dukaan/data=!4m7!3m6!1s0x39ee1913f4abc0d9:0x93108f0f5a04a5b4!8m2!3d25.7915081!4d86.5251224!16s%2Fg%2F11m68kvn9j!19sChIJ2cCr9BMZ7jkRtKUEWg-PEJM?authuser=0&hl=en&rclk=1
Ekta Enterprises,Saharsa,5.0,,Not Available,,Not Available,"Professor Colony, Ward No. 16, near Polytechnic Railway Crossing, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Ekta+Enterprises/data=!4m7!3m6!1s0x39ee3dc59cd5f43b:0xd77f2fb89e766bc4!8m2!3d25.8851732!4d86.6066102!16s%2Fg%2F11hzzxcfbl!19sChIJO_TVnMU97jkRxGt2nrgvf9c?authuser=0&hl=en&rclk=1
Station Parking,Saharsa,,,+91 95705 32293,,Not Available,"Shop No 22 Ward No 22, Station Road, Saharsa, Bihar 852113, India",https://www.google.com/maps/place/Station+Parking/data=!4m7!3m6!1s0x39ee317122dcda5b:0x7d66b4f38cbe26e2!8m2!3d25.9094228!4d86.7828603!16s%2Fg%2F11wr3xv9w0!19sChIJW9rcInEx7jkR4ia-jPO0Zn0?authuser=0&hl=en&rclk=1
Sonu Digital Service & Banking Point,Saharsa,,,+91 79922 85691,,Not Available,"Shop No-12, Ward No-10, By pass Rd, near Arunit Gas Godwon, Ward Number 22, Kuti, Krishna Nagar, Kahra, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Sonu+Digital+Service+%26+Banking+Point/data=!4m7!3m6!1s0x39ee3d71cd715cc5:0x868c69ee0201e811!8m2!3d25.8744831!4d86.5913046!16s%2Fg%2F11x78hh0xv!19sChIJxVxxzXE97jkREegBAu5pjIY?authuser=0&hl=en&rclk=1
"A.k online Seva, Baluaha Bazar, saharsa",Saharsa,,,Not Available,,Not Available,"VFJ5+VX4,   ,  , , Baluaha, Khairaha, Bihar 852216, India","https://www.google.com/maps/place/A.k+online+Seva,+Baluaha+Bazar,+saharsa/data=!4m7!3m6!1s0x39ee1100399bd749:0x1e59cab8a1c7e1e1!8m2!3d25.882156!4d86.4601845!16s%2Fg%2F11mdkb414c!19sChIJSdebOQAR7jkR4eHHobjKWR4?authuser=0&hl=en&rclk=1"
Sunny kr sharma urf shanichar kumar,Saharsa,,,Not Available,,Not Available,"VM92+8J2, Saharsa, Bihar 852221, India",https://www.google.com/maps/place/Sunny+kr+sharma+urf+shanichar+kumar/data=!4m7!3m6!1s0x39ee3d0041c99419:0xe9324ee8ea838cdd!8m2!3d25.8682749!4d86.6515272!16s%2Fg%2F11zjkgq26c!19sChIJGZTJQQA97jkR3YyD6uhOMuk?authuser=0&hl=en&rclk=1
जहीर कॉमन सर्विस सेंटर,Saharsa,5.0,,Not Available,,Not Available,"WJQ8+CFQ, Chaugara-Laukaha-Saharsa Rd, Bishanpur, Bihar 852124, India",https://www.google.com/maps/place/%E0%A4%9C%E0%A4%B9%E0%A5%80%E0%A4%B0+%E0%A4%95%E0%A5%89%E0%A4%AE%E0%A4%A8+%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BF%E0%A4%B8+%E0%A4%B8%E0%A5%87%E0%A4%82%E0%A4%9F%E0%A4%B0/data=!4m7!3m6!1s0x39ee3f0005454f95:0xf548b7c1cdbc5619!8m2!3d25.9385998!4d86.6162314!16s%2Fg%2F11xckw4h9r!19sChIJlU9FBQA_7jkRGVa8zcG3SPU?authuser=0&hl=en&rclk=1
Shyam Online Center,Saharsa,5.0,1.0,+91 86770 11372,,Not Available,"Purani Bazar Rd, Saharsa, Bihar 852113, India",https://www.google.com/maps/place/Shyam+Online+Center/data=!4m7!3m6!1s0x39ee371e3b50f3ef:0xcb752a97bec32f71!8m2!3d25.9251119!4d86.7947388!16s%2Fg%2F11sd7202r3!19sChIJ7_NQOx437jkRcS_Dvpcqdcs?authuser=0&hl=en&rclk=1
Shiv Shakti Online Seva,Saharsa,,,Not Available,,Not Available,"RMPM+3GC, Kanp Road, Saur Bazar, Saharsa, Bihar 852221, India",https://www.google.com/maps/place/Shiv+Shakti+Online+Seva/data=!4m7!3m6!1s0x39ee3b00484df707:0xa621da880ceb90c5!8m2!3d25.8351953!4d86.6837705!16s%2Fg%2F11yhkn452h!19sChIJB_dNSAA77jkRxZDrDIjaIaY?authuser=0&hl=en&rclk=1
Rishav Raj Vasudha Kendra,Saharsa,1.0,1.0,+91 96087 65136,,Not Available,"Shop No 12 Ward No 02, Main Road, Saur Bazar, Saharsa, Bihar 852221, India",https://www.google.com/maps/place/Rishav+Raj+Vasudha+Kendra/data=!4m7!3m6!1s0x39ee3b4ac8f13137:0xf8e1f5232eeee183!8m2!3d25.8378886!4d86.6824323!16s%2Fg%2F11wxwy44pl!19sChIJNzHxyEo77jkRg-HuLiP14fg?authuser=0&hl=en&rclk=1
जनसेवा केंद्र ( Birbal Saharsa ),Saharsa,,,Not Available,,Not Available,"PFWV+H83, E Kosi Bund Rd, Paharpur, Bihar 852106, India",https://www.google.com/maps/place/%E0%A4%9C%E0%A4%A8%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE+%E0%A4%95%E0%A5%87%E0%A4%82%E0%A4%A6%E0%A5%8D%E0%A4%B0+%28+Birbal+Saharsa+%29/data=!4m7!3m6!1s0x39ee1b007a0154b5:0x95b24ab9e2f73d4a!8m2!3d25.7463975!4d86.4933108!16s%2Fg%2F11ymgj2xf7!19sChIJtVQBegAb7jkRSj334rlKspU?authuser=0&hl=en&rclk=1
